Tender,Company,Procurement,Notice,Location,Closing,Value,Date
Wp4008 - Walsall Creative Commissions,Walsall Council E-Tendering,Opportunity,Open,Ws1 1Tp,2024-06-18 12:00:00,  £0,2024-05-20
Specialist Education Framework Phase 1 - Independent Non-Maintained Special Schools Round 2,Nottinghamshire County Council,Opportunity,Open,East Midlands,2024-07-22 17:00:00,  £250000000,2024-05-20
The Barn Day Nursery Alteration Works,The Barn Day Nursery,Opportunity,Open,South West,2024-05-24 17:00:00,  £40000 to £60000,
Ra341948 - External Breast Prosthesis,Shropshire Healthcare Procurement Service,Opportunity,Open,Sy3 8Xq,2024-06-03 17:00:00,  £0,2024-05-20
Ips Expansion,Nhs England,Opportunity,Open,Ls2 7Ue,2024-06-20 12:00:00,  £26668104,2024-05-20
Cambridgeshire County Council Highways Services Asset Management System,Cambridgeshire County Council,Opportunity,Open,England,2024-06-20 12:00:00,  £2250000,2024-05-20
Structural Refurbishment Of High-Level Balconies,Oxford City Council,Opportunity,Open,Ox1 1Bx,2024-06-14 17:00:00,  £0,2024-05-20
Epp0053 Digital Solutions And Associated Services National Framework Agreement,Braintree District Council,Opportunity,Open,Any Region,2024-06-20 12:00:00,  £2000000,2024-05-20
Bispham Campus Refurbishment,Blackpool And The Fylde College,Opportunity,Open,Fy20Hb,2024-07-03 04:00:00,  £200000,2024-05-20
Celtic Sea Floating Offshore Wind - Industry Delivery Plans (Anchors & Mooring),Celtic Sea Power Limited,Opportunity,Open,United Kingdom,2024-05-30 17:00:00,  £30000 to £36000,
Royal Docks Food And Beverage Strategy,Transport For London,Future Opportunity,Open,London,,  £140000,2024-05-20
Dynamic Purchasing System (Dps) For Learning Disabilities & Mental Health (Ldmh),London Borough Of Ealing,Opportunity,Open,W5 2Hr,2024-06-19 00:00:00,  £1300000000,
Supply And Installation Of Windows And Doors,Plymouth Community Homes,Opportunity,Open,Pl6 5Dh,2024-06-19 10:00:00,  £0 to £6650000,2024-05-20
Labworth Memorial Gardens/Band Stand Contract,Canvey Island Town Council,Opportunity,Open,Ss8 7Dn,2024-07-12 17:00:00,  £1,2024-05-20
International Security Exhibition (Ise) Stand Build And Design,Home Office,Opportunity,Open,London,2024-06-25 12:00:00,  £0,2024-05-20
Provision Of Nursery And Daycare Services At Dvla Swansea,Dvla - Driver & Vehicle Licensing Agency,Future Opportunity,Open,Sa6 7Jl,,  £1800000 to £4000000,2024-05-20
Gb-Leicester: Newport Road - The Provision Of Conversion Services For Ground-Floor Enhancements And Parking,Stonewater Limited,Opportunity,Open,South East,2024-06-24 12:00:00,  £50000 to £100000,2024-05-20
Dps,Hyde Housing Association Ltd,Opportunity,Open,Any Region,2034-06-09 00:00:00,  £1 to £250000000,2024-05-20
26658 - Evaluation And Social Science Consultant,Plymouth City Council,Opportunity,Open,England,2024-06-20 12:00:00,  £120000,2024-05-20
Gb-Leeds: Sb717 Fixed Wire Testing,Leeds Beckett University,Opportunity,Open,Yorkshire And The Humber,2024-06-25 00:00:00,  £100000 to £500000,2024-05-20
E2414 Warden Hill Jr Electrical Rewiring/Refurbish,Luton Council,Opportunity,Open,England,2024-06-14 12:00:00,  £400000,2024-05-20
"This Opportunity Will Be Visible On The Supplier Portal. 
      
      Surrey Children'S Services Academy (Scsa) Is Seeking Training Providers To Deliver Some Of The Following Courses To Surrey County Council (Scc) Employees And Staff Working For Independent Social Care And Partner Organisations. In Addition, Scsa Is Looking For The Providers To Offer The Option Of Updating The Scc Materials As Needed. There May Also Be An Opportunity To Develop Or Deliver Courses On Other Unspecified Topics As Needed.",Surrey County Council,Opportunity,Open,Rh2 8Ef,2024-06-10 12:00:00,  £35000,2024-05-20
New Ict Leisure Management System,London Borough Of Lambeth,Opportunity,Open,Any Region,2024-05-30 12:00:00,  £0,2024-05-20
South Gloucestershire Shared Lives Service,South Gloucestershire Council,Opportunity,Open,Bs37 5Af,2024-06-30 23:59:00,  £1575000,2024-05-20
Provision Of A Facilities Management Service,Cpi (Centre For Process Innovation),Opportunity,Open,Ts104Rf,2024-06-20 12:00:00,  £10000000 to £15000000,2024-05-20
Contract For The Supply Of Autocad Licenses,London Borough Of Waltham Forest,Opportunity,Open,England,2024-05-28 12:00:00,  £132000,2024-05-20
It Managed Services Pre Market Engagement,Commonwealth Secretariat,Early Engagement,Open,Sw1Y 5Hx,2024-08-20 00:00:00,Publication date 20 May 2024 last edited 20 May 2024,
Christmas Lighting Services,Canvey Island Town Council,Opportunity,Open,Ss8 7Rb,2024-07-12 17:00:00,  £1,2024-05-20
"Environmental Control (Ec) Services For Patients With Complex Disability (Lot 1: Norfolk And Suffolk; Lot 2: Cambridgeshire, Peterborough And Bedfordshire (Excluding Luton))",Nhs Arden And Greater East Midlands Commissioning Support Unit,Opportunity,Open,Cb21 5Xb,2024-06-26 12:00:00,  £6881427,2024-05-20
Ra341934 - Fibreplast And Gel Bolus,Shropshire Healthcare Procurement Service,Opportunity,Open,Sy3 8Xq,2024-06-07 17:30:00,  £0,2024-05-20
Royal Cornwall Museum - Roof Replacement Works (Mend),The Royal Institution Of Cornwall,Opportunity,Open,Tr1 2Sj,2024-05-31 17:00:00,  £750000,
"Provision Of End Point Assessment Services To Service Personnel Of The Rlc, Ra, Re, R Signals, Reme And Raf Undertaking The L2 Supply Chain Warehouse Operative, L2 Lgv Driver And L2 Express Delivery Operative Apprenticeship Standards",Ministry Of Defence,Opportunity,Open,Any Region,2024-06-17 17:00:00,  £11000000,
Senior Youth Worker (18.5 Hours Pw),Sandwell Metropolitan Borough Council,Opportunity,Open,B70 8Sz,2024-05-23 16:00:00,  £5780.88 to £6620.04,2024-05-20
Geographical Information System - Gis  (527-Ahl),Alliance Homes,Opportunity,Open,Bs20 7Aw,2024-06-17 10:00:00,  £80000 to £150000,2024-05-20
Educational And Children'S Social Care Professionals,Department For Education,Opportunity,Open,"United Kingdom, Isle Of Man, Channel Islands, British Oversea Territories, Europe, Rest Of The World",2026-03-30 23:59:00,  £6500000,
Contract For The Electrical Repairs To Commercial And Domestic Catering Equipment/Appliances,Gateshead Council,Opportunity,Open,North East,2024-07-03 12:00:00,  £60000,2024-05-20
Gb-London: Rbgkew1311 - Rare & Extinct 2024 Exhibition Design & Build,"Royal Botanic Gardens, Kew",Opportunity,Open,London,2024-06-06 12:00:00,  £50000 to £100000,2024-05-20
Upper Barle River Restoration Feasibility Study,Exmoor National Park Authority,Opportunity,Open,England,2024-06-03 12:00:00,  £50000,2024-05-20
Hospitality & Florist - Vinters Park Crematorium,Maidstone Borough Council,Early Engagement,Open,England,2024-06-17 00:00:00,Publication date 20 May 2024,
The Handy Person Scheme,Westmorland And Furness Council,Opportunity,Open,England,2024-06-17 14:00:00,  £225000,2024-05-20
X-Ray Diffractometer At Lancaster University,Lancaster University,Opportunity,Open,La1 4Yr,2024-06-17 11:00:00,  £300000,2024-05-20
Cefas24-67 Rfq For Provision Of Microscope & Peripherals To Sri Lanka Under Ocpp,Cefas,Opportunity,Open,Nr33 0Ht,2024-06-07 12:00:00,  £15000 to £30000,2024-05-20
Energy And Net Zero Professional Services Framework,Desnz,Opportunity,Open,Any Region,2024-06-13 14:00:00,  £0,
Invitation To Tender For Broadband Network Services Framework Agreement,Herts For Learning Limited,Opportunity,Open,Sg1 2Fq,2024-06-03 10:00:00,  £0,
Ampp289 Re-Roofing And Associated Works - Maidensbridge Primary School,Dudley Metropolitan Borough Council,Opportunity,Open,Dy1 1Hf,2024-06-07 12:00:00,  £0,2024-05-20
Internal/External Decorating For Phg Properties,Progress Housing Group,Opportunity,Open,England,2024-06-07 12:00:00,  £1200000,
Flooring Supply And Installation Framework,Great Places Housing Group,Early Engagement,Open,England,2024-08-13 00:00:00,Publication date 20 May 2024,
Major Building Works Dps,Telford And Wrekin Council,Opportunity,Open,Tf3 4Jg,2026-09-09 17:00:00,  £0,
Soft Market Test: The Provision And Maintenance Of Blinds And Curtains Across The Entire Corporate Estate At Cambridgeshire County Council,Cambridgeshire County Council,Early Engagement,Open,Pe28 4Ye,2024-06-07 00:00:00,Publication date 20 May 2024,
Dynamic Purchasing System (Dps) - Fire Safety Services,Acivico Group,Opportunity,Open,B7 4Bl,2032-09-13 12:00:00,  £0.01 to £2000000,
Pharmacy Quality Control Services And Radiopharmacy Quality Control And Quality Assurance Services,United Lincolnshire Hospitals Nhs Trust,Opportunity,Open,Ln2 5Qy,2024-06-20 12:00:00,  £306000 to £510000,2024-05-20
Child Health Clinical Outcome Review Programme,Healthcare Quality Improvement Partnership (Hqip),Opportunity,Open,Any Region,2024-06-20 12:00:00,  £3745454,2024-05-20
Marlow Education Trust ~ Catering Tender,Marlow Education Trust,Opportunity,Open,South East,2024-06-21 12:00:00,  £1700000,
"Provision Of Fruit, Vegetables, Salads & Herbs",County Durham And Darlington Nhs Foundation Trust,Opportunity,Open,North East,2024-06-20 12:00:00,  £350000,2024-05-20
Gb-Kings Lynn: Dog Collection And Kennelling Services In West Norfolk,Borough Council Of Kings Lynn And West Norfolk,Opportunity,Open,East Of England,2024-06-17 12:00:00,  £50000 to £100000,2024-05-20
"Gb-London: Embedding Diversity, Equity And Inclusion At Imperial War Museums (Iwm)",Imperial War Museum,Opportunity,Open,Any Region,2024-06-17 12:00:00,  £100000 to £500000,2024-05-20
Adult Skills Fund,Sunderland City Council,Opportunity,Open,England,2024-06-17 12:00:00,  £0,2024-05-20
The Supply Of Operational Ration Heater Systems,Leidos Supply,Opportunity,Open,Any Region,2024-06-12 12:00:00,  £2000000 to £5000000,
Nuclear Magnetic Resonance (Nmr) Probe,University Of Northumbria At Newcastle,Opportunity,Open,North East,2024-05-30 00:00:00,  £40000,2024-05-19
Ghft Pathology Managed Service,Gloucestershire Nhs Foundation Trust,Early Engagement,Open,Gl1 2El,2024-06-18 00:00:00,Publication date 18 May 2024,
Area 2 - A170 Sutton Bank 2023 Rock Face Maintenance,The North Yorkshire Council,Opportunity,Open,Yorkshire And The Humber,2024-07-10 12:00:00,  £30000,2024-05-17
Construction Project Management Services - Employers Agent,London Borough Of Haringey,Opportunity,Open,United Kingdom,2024-06-13 14:00:00,  £500000,2024-05-17
"Mechanical Water Services - Pumps, Boosters, Greywater Harvesting",Clarion Housing Group Limited,Opportunity,Open,East Of England,2024-06-17 14:00:00,  £15000000,2024-05-17
Living Well Vcse Service - Derby City,Nhs Arden And Greater East Midlands Commissioning Support Unit,Opportunity,Open,De1 3Qt,2024-06-17 14:00:00,  £2750000,2024-05-17
Ra341910 - Cleanroom Clothing & Laundry Service,Shropshire Healthcare Procurement Service,Opportunity,Open,Sy3 8Xq,2024-05-31 17:30:00,  £0,2024-05-17
External Audit Services Tender,South Lakes Housing,Opportunity,Open,North West,2024-07-01 12:00:00,  £0,2024-05-17
Grounds Maintenance 2024,English Rural Housing Association,Opportunity,Open,"East Of England, South East, South West",2024-06-19 12:00:00,  £0,2024-05-17
Tree Maintenance - Reactive - Tree Maintenance - Reactive - Highways,London Borough Of Haringey - Parks And Leisure,Opportunity,Open,United Kingdom,2024-06-04 10:00:00,  £0,2024-05-17
Swast-3084-Hrw C1 Driver Training,South Western Ambulance Service Nhs Foundation Trust,Opportunity,Open,Ex2 7Hy,2024-06-20 17:00:00,  £300000 to £300001,2024-05-17
Provision And Installation Of Hvac System & Associated Electrical Works,Tewkesbury Town Council,Opportunity,Open,Gl20 5Px,2024-05-23 13:00:00,  £50000,
Cov - Godiva Festival - Market Research Supplier,Coventry City Council (Cov),Opportunity,Open,Cv1 2Gn,2024-05-31 12:00:00,  £0 to £35000,2024-05-17
Hampshire Carers Support Service,Hampshire County Council,Opportunity,Open,So23 8Uq,2024-06-17 14:00:00,  £6350000,
Gloucestershire Framework Agreement For Adult Education: Community And Adult Skills Programme 2024 - 2026,Gloucestershire County Council,Opportunity,Open,England,2024-06-17 12:00:00,  £800000,2024-05-17
Area 2 - A170 Sutton Bank 2023 Rock Face Maintenance,The North Yorkshire Council,Opportunity,Open,Yorkshire And The Humber,2024-07-10 12:00:00,  £30000,2024-05-17
Market Engagement For The Provision Of Health Needs Assessment Services Framework For Nhs England (Midlands),Nhs Arden And Greater East Midlands Commissioning Support Unit,Early Engagement,Open,"East Midlands, West Midlands",2024-06-04 00:00:00,Publication date 17 May 2024,
Lw/Cas/Lcc/23/1652,Lancashire County Council,Opportunity,Open,North West,2024-06-11 12:00:00,  £850000 to £3400000,2024-05-17
Fire Advisor And Building Safety Services,University Of Hertfordshire,Opportunity,Open,Al10 9Ab,2024-06-17 12:00:00,  £700000 to £740000,2024-05-17
Syb Pathology Msc,Sheffield Teaching Hospitals Nhs Foundation Trust,Opportunity,Open,S5 7Au,2024-06-19 12:00:00,  £0,2024-05-17
In-Field Asset Verification,Ordnance Survey,Opportunity,Open,So16 0As,2024-05-31 12:00:00,  £0 to £5000,2024-05-17
Abdominal Aortic Aneurysm (Aaa) Screening Programme,N E L Commissioning Support Unit,Opportunity,Open,United Kingdom,2024-07-01 16:00:00,  £12500000 to £17500000,2024-05-17
Cti Collation And Benchmarking,Brunel Pension Partnership Limited,Early Engagement,Open,South West,2024-06-14 00:00:00,Publication date 17 May 2024,
"Tender For External And Internal Improvements At Barr'S Court School, St Owen'S Centre, Hereford.",Herefordshire Council,Opportunity,Open,West Midlands,2024-06-13 12:00:00,  £290000,2024-05-17
Prisoner And Non-Prisoner Fresh Bread And Morning Goods To Hmpps,Ministry Of Justice,Opportunity,Open,"North East, North West, Yorkshire And The Humber, East Midlands, West Midlands, East Of England, London, South East, South West, Wales",2024-06-17 12:00:00,  £12000000 to £18000000,2024-05-17
"Bt96- 14-20 Orange St - Refurbishment Of Third Floor Office Suite (Riba Stage 2, Concept Design) To End Of Defects (Riba Stage 7)",Capitalesourcing,Opportunity,Open,London,2024-05-31 14:00:00,  £30000,2024-05-17
Pin - Architect Engineer And Owners Engineer For The Gdf Programme,Nuclear Waste Services,Early Engagement,Open,Ca20 1Db,2024-06-28 00:00:00,Publication date 17 May 2024 last edited 17 May 2024,
Nsmm Bradford Science Festival Interactive Data Visualisation Digital Commission,Science Museum Group,Opportunity,Open,Sw7 2Dd,2024-06-17 12:00:00,  £35000,2024-05-17
Roofing Works To Dining Hall And Kitchen 2024,Leeds Trinity University,Opportunity,Open,Ls18 5Hd,2024-06-14 12:00:00,  £0,
"Gb-Leeds: Refurbishment Of Lupton Flats Blocks A, B And C,",University Of Leeds,Opportunity,Open,Yorkshire And The Humber,2024-05-31 12:00:00,  £100000 to £500000,2024-05-17
Land And Structural Condition Monitoring Framework,The Coal Authority,Future Opportunity,Open,"North East, North West, Yorkshire And The Humber, East Midlands, West Midlands, South West, Scotland, Wales",,  £0 to £600000,2024-05-17
Gb-York: Customer Relationship Management (Crm) Services Itt,York St John University,Opportunity,Open,Yorkshire And The Humber,2024-05-29 15:00:00,  £25000 to £50000,2024-05-17
Cultural Service Benefit Indicators,Natural England,Opportunity,Open,United Kingdom,2024-06-21 12:00:00,  £1 to £49999,
Media Monitoring System,The Coal Authority,Opportunity,Open,Ng18 4Rg,2024-06-24 17:00:00,  £80000,2024-05-17
Corpus Christi Catholic High School ~ Catering Tender,Corpus Christi Catholic High School ~ Catering Tender,Opportunity,Open,Wales,2024-06-21 12:00:00,  £1670000,2024-05-17
Internal And External Alterations Inc. Refurbishment Works  Of The Avenues Children Centre,City Of York Council,Opportunity,Open,Yorkshire And The Humber,2024-06-14 12:00:00,  £175000,2024-05-17
Supply Of Rock Salt,East Riding Of Yorkshire Council,Opportunity,Open,Yorkshire And The Humber,2024-06-14 12:00:00,  £4000000 to £5000000,2024-05-17
Dhsc: Lampard Inquiry Emotional Support,Department Of Health And Social Care,Early Engagement,Open,Sw1H 0Eu,2024-05-28 00:00:00,Publication date 17 May 2024,
The Supply Of Flags,Leidos Supply,Opportunity,Open,Any Region,2024-06-20 12:00:00,  £1200000 to £3200000,
Contact Centre Solution,Northumbria Healthcare Nhs Foundation Trust,Opportunity,Open,Ne25 0Qj,2024-06-07 12:00:00,  £180000,2024-05-17
Gb-Worthing: Connaught Studios Roof Replacement And All Associated Works,Worthing Borough Council,Opportunity,Open,South East,2024-05-31 14:00:00,  £100000 to £500000,
Review Of League Table Performance,University Of Bedfordshire,Opportunity,Open,Lu1 3Ju,2024-05-24 15:00:00,  £30000 to £37500,2024-05-17
